invoice_number,vendor_id,vendor_name,vendor_category,country,city,po_number,department,invoice_date,due_date,payment_terms,currency,amount,tax_rate,tax_amount,invoice_status,created_timestamp,is_fraud,fraud_type
INV-009873-ED13,VEND-9413CA36,"Nair, Raj and Wali Inc",Raw Materials,India,Malda,PO-67822205,Logistics,2024-03-26,2024-06-24,90,INR,177935.74,0.103,18327.38,OVERDUE,2024-03-26T10:00:22,0,NONE
INV-007588-EAAD,VEND-636FB507,"Khurana, Dhawan and Manne",Maintenance,India,Mumbai,PO-7E5C1F8B,IT,2024-07-05,2024-07-20,15,INR,14680.36,0.0939,1378.49,PENDING,2024-07-05T18:16:03,0,NONE
INV-005973-C247,VEND-9411CEB4,Deshmukh Inc LLC,Transportation,Germany,Malegaon,PO-05EF52A6,Operations,2023-03-01,2023-05-30,90,EUR,51188.32,0.0729,3731.63,PAID,2023-03-01T14:56:30,0,NONE
INV-006975-4A1C,VEND-05A0CB58,Krishnamurthy-Behl Pvt Ltd,Office Supplies,India,Bhusawal,PO-4522D5CD,Logistics,2024-11-18,2024-12-18,30,INR,4546.3,0.0657,298.69,PENDING,2024-11-18T12:54:03,0,NONE
INV-003106-F7F6,VEND-BEC1FB4C,Saini Ltd,Transportation,India,Bhilwara,PO-C053AEDE,Procurement,2024-05-29,2024-08-27,90,INR,20439.73,0.1192,2436.42,PAID,2024-05-29T09:18:45,0,NONE
INV-008937-E986,VEND-9A8134F0,Khanna-Mitra Industries,IT Services,USA,Nashik,PO-CA26CF99,Operations,2024-09-04,2024-10-19,45,USD,185059.12,0.18,33310.64,PENDING,2024-09-04T16:06:21,0,NONE
INV-002896-F521,VEND-FBC9F608,Merchant-Mohan Pvt Ltd,Maintenance,India,Madanapalle,PO-03DD1376,Logistics,2024-11-19,2024-12-04,15,INR,28351.72,0.083,2353.19,REJECTED,2024-11-19T14:38:06,0,NONE
INV-004021-4B19,VEND-74CC4DBF,Bail-Nair,Office Supplies,India,Tadipatri,PO-192A17C1,Facilities,2024-07-22,2024-10-20,90,INR,11564.57,0.1064,1230.47,PAID,2024-07-22T10:10:13,0,NONE
INV-011252-4CD6,VEND-BEC1FB4C,Saini Ltd,Transportation,India,Bhilwara,PO-C053AEDE,Procurement,2023-08-03,2023-11-01,90,INR,16308.83,0.1192,1944.01,PENDING,2023-08-03T10:27:32,0,NONE
INV-000632-68DE,VEND-B385FB77,"Nazareth, Kurian and Suresh Industries",Office Supplies,China,Jaunpur,PO-2A93D6ED,Facilities,2024-09-23,2024-10-23,30,CNY,16806.26,0.086,1445.34,APPROVED,2024-09-23T10:15:06,0,NONE
INV-901007-1972,VEND-20B558BA,Batra and Sons Industries,Transportation,India,Phagwara,PO-29E77FA6,R&D,2024-02-22,2024-04-22,60,INR,25162.79,0.11,2767.91,APPROVED,2024-02-22T18:15:32,1,PO_MISMATCH
INV-000372-735B,VEND-52C86E00,"Sunder, Kala and Zacharia",Office Supplies,Germany,Aurangabad,PO-B30AAC6A,Marketing,2023-08-18,2023-09-02,15,EUR,12513.59,0.0801,1002.34,APPROVED,2023-08-18T17:42:58,0,NONE
INV-009846-D1D7,VEND-87311548,Bath Ltd LLC,Office Supplies,India,Bhagalpur,PO-4354141C,Procurement,2023-12-07,2024-02-05,60,INR,12220.19,0.0849,1037.49,PAID,2023-12-07T17:22:30,0,NONE
INV-002279-2A2D,VEND-0A1F5583,Shukla-Chaudhari,Office Supplies,India,Imphal,PO-DA869A9A,Operations,2024-03-11,2024-05-10,60,INR,9684.78,0.1042,1009.15,PAID,2024-03-11T12:53:17,0,NONE
INV-901945-6592,VEND-BED82484,Bansal-Date & Co,Machinery,India,Salem,PO-300C8C99,Finance,2024-12-01,2025-03-01,90,INR,369136.62,0.0019,701.36,APPROVED,2024-12-01T22:11:57,1,TAX
INV-902406-4708,VEND-B989A3C8,"Narayanan, Pandey and Setty Industries",Consulting,India,Farrukhabad,PO-E75BDCA0,Finance,2023-06-27,2023-08-11,45,INR,100000.0,0.18,18000.0,PAID,2023-06-27T00:54:01,1,ROUNDED
INV-003157-FDEB,VEND-1AC833C3,"Singhal, Manne and Bali",Furniture,India,Tumkur,PO-75028C36,HR,2023-03-17,2023-05-01,45,INR,194790.73,0.1291,25147.48,PAID,2023-03-17T11:58:24,0,NONE
INV-902485-5EA6,VEND-E4ABC890,Mital Ltd Inc,Consulting,Germany,Madhyamgram,PO-A940B3F3,HR,2023-01-31,2023-05-01,90,EUR,250000.0,0.18,45000.0,PAID,2023-01-31T10:02:15,1,ROUNDED
INV-007183-4D40,VEND-69CBF50F,"Gandhi, Sibal and Datta Traders",Transportation,China,Singrauli,PO-6B593862,Marketing,2023-04-10,2023-06-09,60,CNY,5858.66,0.0947,554.82,PAID,2023-04-10T16:15:25,0,NONE
INV-007330-3431,VEND-37DB4D5D,Kothari-Ahuja,Office Supplies,India,Yamunanagar,PO-81049206,Operations,2024-04-05,2024-05-05,30,INR,6622.66,0.1165,771.54,PAID,2024-04-05T14:24:44,0,NONE
INV-009798-2291,VEND-C635523A,Mani-Dugar Traders,Raw Materials,India,Mango,PO-AD26539C,Finance,2023-02-27,2023-03-14,15,INR,360880.42,0.0948,34211.46,PAID,2023-02-27T12:16:14,0,NONE
INV-009919-B906,VEND-97806843,"Ram, Dalal and Lala",Office Supplies,India,Amroha,PO-18150AC3,Finance,2024-10-23,2024-12-07,45,INR,24661.84,0.0657,1620.28,PAID,2024-10-23T14:55:01,0,NONE
INV-001584-C2FF,VEND-A6B6C7F3,Prakash-Sagar Industries,Office Supplies,India,Siwan,PO-A94F31C4,IT,2024-07-19,2024-08-03,15,INR,9760.25,0.0587,572.93,PAID,2024-07-19T14:00:41,0,NONE
INV-004189-5BB4,VEND-5FA4772F,Bhasin and Sons & Co,Consulting,India,Vijayanagaram,PO-9F682DE9,Procurement,2023-01-05,2023-04-05,90,INR,98857.12,0.18,17794.28,PENDING,2023-01-05T16:58:30,0,NONE
INV-004609-D078,VEND-D32FBE9C,Suri-Cherian,Office Supplies,India,Mirzapur,PO-7B10EE31,IT,2023-03-23,2023-05-07,45,INR,7413.01,0.1165,863.62,PAID,2023-03-23T11:02:35,0,NONE
INV-006821-FBF6,VEND-0F7059A6,"Pau, Chana and Rana LLC",Packaging,India,Bilaspur,PO-EB73A314,Facilities,2023-02-03,2023-05-04,90,INR,51039.73,0.0583,2975.62,PAID,2023-02-03T18:25:21,0,NONE
INV-000913-2F1B,VEND-3C731E15,"Sahota, Edwin and Iyengar & Co",Transportation,India,Chandrapur,PO-65ADE1DF,R&D,2024-06-10,2024-09-08,90,INR,38367.55,0.0869,3334.14,OVERDUE,2024-06-10T09:30:30,0,NONE
INV-002203-FA75,VEND-A3F9D618,Mukherjee and Sons,Transportation,India,Siliguri,PO-E54ECC54,Facilities,2024-11-14,2024-11-29,15,INR,25434.38,0.0627,1594.74,OVERDUE,2024-11-14T11:48:48,0,NONE
INV-010635-E1B8,VEND-305668C0,Garde-Viswanathan,Office Supplies,India,Siliguri,PO-F3795B1C,R&D,2023-11-08,2023-12-23,45,INR,22466.12,0.0641,1440.08,PENDING,2023-11-08T12:34:36,0,NONE
INV-008779-7A4D,VEND-68F79677,"Soni, Sood and Iyengar",Packaging,India,Pondicherry,PO-75EE063D,Marketing,2023-12-08,2024-01-22,45,INR,18306.75,0.0979,1792.23,PAID,2023-12-08T10:42:03,0,NONE
INV-007684-64DD,VEND-80C9977D,Shenoy Ltd Pvt Ltd,Packaging,India,Bahraich,PO-C202D57C,Logistics,2024-12-05,2025-01-19,45,INR,3865.71,0.0857,331.29,PENDING,2024-12-05T11:51:31,0,NONE
INV-902749-2DAD,VEND-83DE519D,Lall Group Enterprises,Furniture,UAE,Firozabad,,HR,2024-04-01,2024-05-31,60,AED,667584.07,0.1604,107080.48,PENDING,2024-04-01T19:36:43,1,NEW_VENDOR
INV-004791-E64B,VEND-345C55B6,"Deshpande, Boase and Majumdar & Co",Packaging,India,Mau,PO-D534602D,Operations,2024-04-18,2024-06-02,45,INR,21095.87,0.0888,1873.31,PENDING,2024-04-18T15:46:42,0,NONE
INV-006723-09A8,VEND-CE4A3BFE,Desai-Lalla & Co,Transportation,India,Sambhal,PO-EE7E46D0,IT,2024-07-31,2024-09-29,60,INR,11967.25,0.0745,891.56,PENDING,2024-07-31T09:29:38,0,NONE
INV-009506-FBE7,VEND-87311548,Bath Ltd LLC,Office Supplies,India,Bhagalpur,PO-72707C05,Production,2024-01-09,2024-03-09,60,INR,12576.45,0.0849,1067.74,APPROVED,2024-01-09T16:27:53,0,NONE
INV-006156-5D00,VEND-228204EA,"Walla, Chander and Thakkar Enterprises",Electronics,China,Guntakal,PO-1F55B557,IT,2023-08-30,2023-10-29,60,CNY,100480.9,0.1274,12801.27,PAID,2023-08-30T10:53:47,0,NONE
INV-001614-B2B7,VEND-841EE0E4,"Naik, Babu and Ghosh",Office Supplies,India,Faridabad,PO-510641B9,IT,2023-03-10,2023-06-08,90,INR,12525.36,0.115,1440.42,PAID,2023-03-10T10:20:48,0,NONE
INV-902739-C20D,VEND-349B9308,Gala-Saraf,Maintenance,India,Meerut,,Marketing,2024-10-28,2024-12-12,45,INR,155970.05,0.0636,9919.7,PENDING,2024-10-28T00:10:21,1,NEW_VENDOR
INV-000558-E5B7,VEND-01230F9B,Chakraborty LLC,Machinery,India,Kavali,PO-53A49F96,Procurement,2023-09-25,2023-12-24,90,INR,297999.16,0.1677,49974.46,PAID,2023-09-25T14:37:34,0,NONE
INV-004139-DF6C,VEND-AEE225F1,Kibe Inc & Co,Raw Materials,China,Ghaziabad,PO-D129C90A,IT,2023-11-03,2023-11-18,15,CNY,47066.57,0.0945,4447.79,APPROVED,2023-11-03T17:45:29,0,NONE
INV-011312-193F,VEND-A3F9D618,Mukherjee and Sons,Transportation,India,Siliguri,PO-8CDAFC43,Facilities,2023-01-26,2023-02-10,15,INR,15695.62,0.0627,984.12,PAID,2023-01-26T09:05:54,0,NONE
INV-010660-459E,VEND-B385FB77,"Nazareth, Kurian and Suresh Industries",Office Supplies,China,Jaunpur,PO-8863676A,HR,2023-10-23,2023-11-22,30,CNY,17803.05,0.086,1531.06,PAID,2023-10-23T18:57:05,0,NONE
INV-006062-8047,VEND-AAD228FE,"Atwal, Reddy and Chander",Transportation,India,Raipur,PO-498709A1,IT,2024-07-16,2024-10-14,90,INR,4000.23,0.0513,205.21,PAID,2024-07-16T15:00:54,0,NONE
INV-900465-DFCB,VEND-A9370B11,"Behl, Mani and Muni",Packaging,India,Vasai-Virar,PO-E7FFBA27,Operations,2024-02-27,2024-05-27,90,INR,565383.44,0.1029,58177.96,PAID,2024-02-27T19:20:57,1,AMOUNT_INFLATION
INV-005333-A07A,VEND-D36F0700,"Mitra, Ravi and Acharya Inc",IT Services,India,Baranagar,PO-035DBE6A,Facilities,2023-10-25,2023-12-09,45,INR,104851.89,0.18,18873.34,OVERDUE,2023-10-25T17:01:34,0,NONE
INV-004738-85C4,VEND-FBC9F608,Merchant-Mohan Pvt Ltd,Maintenance,India,Madanapalle,PO-F3F4954C,Finance,2023-11-07,2023-11-22,15,INR,17919.2,0.083,1487.29,APPROVED,2023-11-07T18:58:03,0,NONE
INV-007943-C241,VEND-A6B6C7F3,Prakash-Sagar Industries,Office Supplies,India,Siwan,PO-DD729227,Production,2024-10-22,2024-11-06,15,INR,8326.38,0.0587,488.76,OVERDUE,2024-10-22T13:56:21,0,NONE
INV-004999-F9B4,VEND-3C731E15,"Sahota, Edwin and Iyengar & Co",Transportation,India,Chandrapur,PO-063DAF8E,R&D,2023-02-13,2023-05-14,90,INR,45845.4,0.0869,3983.97,PAID,2023-02-13T13:05:08,0,NONE
INV-004568-3402,VEND-B6C92F8D,"Dutta, Sami and Bhatt & Co",Transportation,India,Eluru,PO-4D4E8B6A,IT,2024-05-02,2024-07-01,60,INR,18768.5,0.0633,1188.05,PAID,2024-05-02T10:37:06,0,NONE
INV-902506-6A33,VEND-FB61F05C,"Sen, Naidu and Mutti Traders",Office Supplies,India,Gandhidham,PO-EC6BDA4F,Operations,2023-06-24,2023-08-08,45,INR,150000.0,0.0738,11070.0,PAID,2023-06-24T21:11:04,1,ROUNDED
INV-008379-279D,VEND-F98C34EF,Gour-Yogi,Maintenance,UAE,New Delhi,PO-CDFDC7C1,Facilities,2023-09-18,2023-12-17,90,AED,63428.05,0.1063,6742.4,OVERDUE,2023-09-18T14:37:38,0,NONE
INV-008548-D3B1,VEND-45E4CE55,"Biswas, Baria and Balasubramanian Inc",Office Supplies,India,Kollam,PO-39FADE35,R&D,2024-03-29,2024-06-27,90,INR,13443.83,0.1137,1528.56,OVERDUE,2024-03-29T18:17:36,0,NONE
INV-001711-6F0A,VEND-37161388,Bobal-Varkey,Transportation,India,Alwar,PO-8FA6A926,Operations,2024-08-27,2024-11-25,90,INR,16361.39,0.0578,945.69,PAID,2024-08-27T15:19:56,0,NONE
INV-006730-437B,VEND-1B237A40,Mane Inc & Co,Electronics,India,Darbhanga,PO-CC4BAD58,Production,2024-09-02,2024-11-01,60,INR,33348.55,0.1383,4612.1,PAID,2024-09-02T16:07:44,0,NONE
INV-000499-347A,VEND-90D5D6EB,Rege-Nigam,Transportation,India,Thanjavur,PO-B09FC139,Finance,2023-10-02,2023-11-01,30,INR,72821.39,0.0704,5126.63,PAID,2023-10-02T12:51:39,0,NONE
INV-009844-D15C,VEND-93E81CEE,"Mandal, Setty and Bobal",Furniture,India,Bilaspur,PO-AA9BF2A0,Procurement,2024-05-23,2024-06-07,15,INR,49431.88,0.1477,7301.09,APPROVED,2024-05-23T18:41:48,0,NONE
INV-001241-737A,VEND-43DAA4E9,Dua and Sons,Raw Materials,India,Bhalswa Jahangir Pur,PO-818AED97,HR,2023-07-14,2023-08-28,45,INR,340460.65,0.068,23151.32,PAID,2023-07-14T11:13:19,0,NONE
INV-011363-7D70,VEND-C2CCB44C,Kumer and Sons Traders,Electronics,USA,Vijayawada,PO-D81C0AC4,R&D,2023-01-27,2023-03-28,60,USD,43965.97,0.1605,7056.54,APPROVED,2023-01-27T10:44:26,0,NONE
INV-901963-06CC,VEND-F9EBCD8F,"Jain, Yadav and Doctor",Raw Materials,India,Khammam,PO-FC715A16,IT,2023-01-19,2023-03-05,45,INR,62050.48,0.4268,26483.14,PENDING,2023-01-19T09:38:03,1,TAX
INV-003299-08D6,VEND-A101D0BB,Ravel Ltd,Packaging,India,Farrukhabad,PO-CF82A354,Logistics,2023-05-18,2023-06-17,30,INR,7305.81,0.1097,801.45,OVERDUE,2023-05-18T12:03:21,0,NONE
INV-007923-CCB5,VEND-103CF30C,"Khosla, Ramachandran and Zachariah",Maintenance,India,Yamunanagar,PO-2724B86C,R&D,2024-07-29,2024-10-27,90,INR,3506.71,0.1094,383.63,PAID,2024-07-29T14:46:40,0,NONE
INV-008986-DA64,VEND-423189E1,Atwal-Walla Enterprises,Office Supplies,India,Panipat,PO-9CCD8EC7,Finance,2023-12-11,2024-01-10,30,INR,6399.58,0.0549,351.34,PENDING,2023-12-11T15:13:12,0,NONE
INV-901156-DA39,VEND-16571DF3,Zacharia Inc Traders,Furniture,India,Rajahmundry,PO-FA47E0AE,Facilities,2023-09-20,2023-11-19,60,INR,134383.35,0.1577,21192.25,PAID,2023-09-20T15:20:25,1,DUPLICATE_PO
INV-010872-404C,VEND-BC0570C3,"Comar, Pai and Sani LLC",Maintenance,China,Anantapuram,PO-01C1408A,Marketing,2023-07-13,2023-08-27,45,CNY,20677.66,0.0698,1443.3,APPROVED,2023-07-13T13:53:18,0,NONE
INV-901015-44E7,VEND-3BFEE40A,Amble Group,Consulting,USA,Akola,PO-38988AE4,Finance,2024-11-14,2024-12-29,45,USD,208957.84,0.18,37612.41,PAID,2024-11-14T17:03:46,1,PO_MISMATCH
INV-006351-D65D,VEND-B63F5D3A,Bakshi-Gola LLC,Transportation,India,Bulandshahr,PO-1DD9AE17,Logistics,2024-01-09,2024-02-23,45,INR,28900.07,0.052,1502.8,APPROVED,2024-01-09T16:20:26,0,NONE
INV-001248-CE07,VEND-13B72F5D,Dhingra LLC Traders,Office Supplies,UAE,Malegaon,PO-8053E326,Marketing,2024-02-13,2024-04-13,60,AED,10904.51,0.115,1254.02,PAID,2024-02-13T15:14:02,0,NONE
INV-004166-91A1,VEND-03F34CC3,Panchal-Ahuja,Packaging,India,Asansol,PO-7BD5B111,Operations,2024-09-12,2024-11-11,60,INR,9050.57,0.089,805.5,OVERDUE,2024-09-12T13:50:59,0,NONE
INV-007201-C5F9,VEND-ABC5E570,Soman-Badal,IT Services,India,Bathinda,PO-6DE86071,IT,2023-07-28,2023-10-26,90,INR,212821.51,0.18,38307.87,APPROVED,2023-07-28T15:44:20,0,NONE
INV-901871-EFDD,VEND-42D6FD7A,Comar-Iyengar Pvt Ltd,Furniture,India,Jamalpur,PO-CA612943,Marketing,2024-08-01,2024-08-31,30,INR,25343.93,0.005,126.72,APPROVED,2024-08-01T12:11:47,1,TAX
INV-007513-7FC1,VEND-345C55B6,"Deshpande, Boase and Majumdar & Co",Packaging,India,Mau,PO-BD184E91,Procurement,2023-11-29,2024-01-13,45,INR,33850.42,0.0888,3005.92,PENDING,2023-11-29T11:08:09,0,NONE
INV-004492-D8BA,VEND-0A4E8FDF,Choudhury Inc,Electronics,India,Bongaigaon,PO-92295738,HR,2024-05-21,2024-06-20,30,INR,93208.71,0.1438,13403.41,PENDING,2024-05-21T09:04:13,0,NONE
INV-001225-ECA9,VEND-507AD527,"Bava, Ahuja and Sachar Traders",Electronics,India,Ahmednagar,PO-5FEFCFD9,Procurement,2023-01-18,2023-03-04,45,INR,19630.82,0.163,3199.82,PAID,2023-01-18T15:14:48,0,NONE
INV-009112-6F06,VEND-103CF30C,"Khosla, Ramachandran and Zachariah",Maintenance,India,Yamunanagar,PO-2739E105,IT,2023-04-05,2023-07-04,90,INR,3826.01,0.1094,418.57,PAID,2023-04-05T10:21:21,0,NONE
INV-011619-AC62,VEND-B63F5D3A,Bakshi-Gola LLC,Transportation,India,Bulandshahr,PO-B50DCE79,HR,2023-07-17,2023-08-31,45,INR,35435.79,0.052,1842.66,PAID,2023-07-17T14:29:54,0,NONE
INV-000592-3043,VEND-302AD2B4,Sathe-Sachdeva Enterprises,Office Supplies,India,Thrissur,PO-CC7ABE37,Facilities,2024-06-19,2024-07-19,30,INR,5177.2,0.1023,529.63,PAID,2024-06-19T14:57:08,0,NONE
INV-008034-F848,VEND-D78FC16C,Bhalla-Andra Inc,Machinery,India,Gwalior,PO-AD183D85,Production,2024-11-05,2025-01-04,60,INR,320630.47,0.1775,56911.91,PAID,2024-11-05T10:31:26,0,NONE
INV-011958-0083,VEND-9F736E46,"Virk, Dutt and Patla",Raw Materials,India,Ichalkaranji,PO-E177FB8B,HR,2024-03-25,2024-04-24,30,INR,98211.43,0.1182,11608.59,PAID,2024-03-25T18:57:48,0,NONE
INV-901000-3A46,VEND-EC579C8F,Gour-Bhargava,IT Services,Germany,Aurangabad,PO-6A0AEBC3,IT,2024-12-06,2025-02-04,60,EUR,118498.65,0.18,21329.76,PENDING,2024-12-06T12:45:55,1,PO_MISMATCH
INV-010957-C5A1,VEND-3D10B80C,Dugar-Setty,Packaging,India,Firozabad,PO-1A6BDA93,Operations,2023-06-13,2023-07-13,30,INR,15233.24,0.1085,1652.81,APPROVED,2023-06-13T16:23:50,0,NONE
INV-005406-7DC5,VEND-3426F2DA,Sathe-Kala,Packaging,India,Gulbarga,PO-13495465,Marketing,2023-06-13,2023-06-28,15,INR,11535.67,0.0528,609.08,OVERDUE,2023-06-13T11:39:39,0,NONE
INV-011592-2DA7,VEND-99FCF6C7,Srivastava LLC,Electronics,India,Hazaribagh,PO-B9AAF7BA,Finance,2024-05-02,2024-07-31,90,INR,78907.09,0.1688,13319.52,PAID,2024-05-02T10:10:55,0,NONE
INV-011657-CBF3,VEND-43B1686D,Pandit Inc LLC,Office Supplies,India,Ichalkaranji,PO-1579941F,HR,2023-08-11,2023-08-26,15,INR,7475.55,0.0655,489.65,OVERDUE,2023-08-11T13:22:51,0,NONE
INV-001995-43D1,VEND-97806843,"Ram, Dalal and Lala",Office Supplies,India,Amroha,PO-EB66DCB3,Procurement,2024-04-01,2024-05-16,45,INR,19001.88,0.0657,1248.42,APPROVED,2024-04-01T10:58:16,0,NONE
INV-001206-1692,VEND-204B8102,Sarkar and Sons Traders,Office Supplies,India,Mau,PO-D5B4A940,HR,2024-10-30,2024-12-14,45,INR,11791.72,0.0685,807.73,APPROVED,2024-10-30T11:16:02,0,NONE
INV-008147-A0A6,VEND-FE6C3C1E,Dar-Koshy,Maintenance,India,Udupi,PO-8EE8A524,Facilities,2024-01-01,2024-01-16,15,INR,32963.15,0.0863,2844.72,APPROVED,2024-01-01T15:40:37,0,NONE
INV-006070-7CBC,VEND-D24E5043,"Narayan, Das and Roy Enterprises",Maintenance,India,Bhusawal,PO-09DB93B2,HR,2023-01-12,2023-03-13,60,INR,42636.18,0.0878,3743.46,PAID,2023-01-12T18:27:43,0,NONE
INV-901591-75EC,VEND-0F7059A6,"Pau, Chana and Rana LLC",Packaging,India,Bilaspur,PO-6A1CD5A7,Marketing,2024-05-17,2024-08-15,90,INR,44835.84,0.0583,2613.93,OVERDUE,2024-05-17T22:34:31.484124,1,BURST
INV-000502-5A0B,VEND-46B7E4A6,Jaggi-Bassi Inc,Office Supplies,India,Kalyan-Dombivli,PO-DAF01F68,HR,2023-10-19,2023-12-18,60,INR,11745.96,0.1192,1400.12,PENDING,2023-10-19T12:37:31,0,NONE
INV-000611-C03B,VEND-4ED5DC0B,Nazareth LLC Industries,Machinery,Singapore,Akola,PO-C517EFC6,Logistics,2024-12-24,2025-01-23,30,SGD,339260.39,0.1736,58895.6,PAID,2024-12-24T15:09:54,0,NONE
INV-011090-83D9,VEND-5841460D,"Sidhu, Wadhwa and Krishnamurthy",Office Supplies,India,Raipur,PO-00450B3D,Operations,2024-10-30,2024-11-29,30,INR,27379.49,0.0542,1483.97,PAID,2024-10-30T15:29:05,0,NONE
INV-008880-3E2F,VEND-B3367F09,Raj PLC,Packaging,India,Ramgarh,PO-33167086,Procurement,2024-07-19,2024-09-02,45,INR,19098.3,0.0608,1161.18,PAID,2024-07-19T15:47:13,0,NONE
INV-010098-4CB1,VEND-1CBC0202,Ahuja-Dutta,Raw Materials,India,Mau,PO-5EF23388,R&D,2024-03-14,2024-03-29,15,INR,109897.5,0.0963,10583.13,PAID,2024-03-14T18:46:47,0,NONE
INV-009204-6D38,VEND-C4F7AEEB,Kari-Sachdev Enterprises,IT Services,India,Malda,PO-51C401E7,Procurement,2023-04-26,2023-06-25,60,INR,30381.22,0.18,5468.62,PAID,2023-04-26T14:34:37,0,NONE
INV-900821-5A09,VEND-FC45B8AB,Murthy-Sahota Enterprises,Transportation,China,Haridwar,PO-ABEF2390,Operations,2023-01-10,2023-04-10,90,CNY,8228.26,0.1047,861.5,PAID,2023-01-10T10:09:24,1,PO_MISMATCH
INV-010061-E922,VEND-40EB18B7,Roy-Sibal Traders,Maintenance,USA,Navi Mumbai,PO-D4118AD2,Procurement,2023-12-25,2024-01-09,15,USD,43603.66,0.0674,2938.89,APPROVED,2023-12-25T11:15:59,0,NONE
INV-008069-F735,VEND-35A16371,Vyas LLC,IT Services,India,Shimoga,PO-E288D008,Production,2023-05-22,2023-06-21,30,INR,96940.13,0.18,17449.22,APPROVED,2023-05-22T17:13:04,0,NONE
INV-901333-1523,VEND-81E4CA13,Kaul Inc Industries,Raw Materials,India,Alwar,PO-4AF4BF29,HR,2024-02-27,2024-03-28,30,INR,476148.02,0.0845,40234.51,PAID,2024-02-27T15:36:04,1,DUPLICATE_PO
INV-901723-1C75,VEND-305668C0,Garde-Viswanathan,Office Supplies,India,Siliguri,PO-B5E09262,Operations,2023-05-13,2023-06-27,45,INR,25145.84,0.0641,1611.85,PENDING,2023-05-13T10:07:22.265542,1,BURST
INV-901085-7A42,VEND-7C4F8B9D,"Bala, Chacko and Sangha",Consulting,India,Surendranagar Dudhrej,PO-1D009EF0,Operations,2024-12-11,2025-02-09,60,INR,93996.89,0.18,16919.44,PAID,2024-12-11T16:05:01,1,PO_MISMATCH
INV-002983-81BE,VEND-3834615D,Pandya-Lalla Traders,Raw Materials,USA,Nellore,PO-A046C8A3,HR,2023-05-02,2023-06-01,30,USD,61563.01,0.109,6710.37,PAID,2023-05-02T14:29:49,0,NONE
INV-008990-88ED,VEND-F4A14577,"Zachariah, Aurora and Chander",Office Supplies,India,Rourkela,PO-EE7A8DDE,Production,2024-03-14,2024-04-28,45,INR,4781.37,0.0981,469.05,PAID,2024-03-14T16:01:50,0,NONE
INV-008195-9083,VEND-A7928FA8,Bhalla and Sons Inc,Raw Materials,India,Muzaffarpur,PO-9594C4C2,Procurement,2024-04-19,2024-06-18,60,INR,126766.44,0.0883,11193.48,APPROVED,2024-04-19T18:32:54,0,NONE
INV-SEQ-301283,VEND-89BFCF4A,Dass LLC Pvt Ltd,Electronics,UAE,Hospet,PO-3CE4E23B,Logistics,2023-02-26,2023-05-27,90,AED,20239.29,0.1293,2616.94,PAID,2023-02-26T23:21:10,1,SEQUENTIAL
INV-009397-00CA,VEND-03F34CC3,Panchal-Ahuja,Packaging,India,Asansol,PO-F508CABA,HR,2023-09-21,2023-11-20,60,INR,10287.5,0.089,915.59,PAID,2023-09-21T12:59:12,0,NONE
INV-003409-9953,VEND-CFBF42F8,Issac-Rajagopalan Enterprises,Consulting,Germany,Aligarh,PO-B778BC87,Operations,2024-08-11,2024-08-26,15,EUR,113931.87,0.18,20507.74,PENDING,2024-08-11T12:51:18,1,DUPLICATE
INV-901581-713D,VEND-3834615D,Pandya-Lalla Traders,Raw Materials,USA,Nellore,PO-A046C8A3,HR,2023-02-06,2023-03-08,30,USD,61020.78,0.109,6651.27,PAID,2023-02-06T22:44:21.225103,1,BURST
INV-008071-7C9E,VEND-5E05954B,Kakar and Sons Enterprises,Office Supplies,China,Nangloi Jat,PO-F9ED1EC7,Procurement,2023-05-23,2023-07-22,60,CNY,8937.19,0.1176,1051.01,PENDING,2023-05-23T17:15:09,0,NONE
INV-010608-729A,VEND-BD39705B,Dave Ltd,Raw Materials,India,Jamalpur,PO-F22F3B02,Procurement,2024-09-24,2024-10-09,15,INR,67919.03,0.071,4822.25,PAID,2024-09-24T15:59:32,0,NONE
INV-011400-7267,VEND-C796F9EF,Mammen-Bali LLC,Packaging,India,Bellary,PO-78EAB8BB,Production,2024-03-21,2024-04-20,30,INR,25754.43,0.0927,2387.44,PAID,2024-03-21T11:21:51,0,NONE
INV-007199-65FE,VEND-841EE0E4,"Naik, Babu and Ghosh",Office Supplies,India,Faridabad,PO-EA9139CB,Marketing,2024-03-05,2024-06-03,90,INR,11298.68,0.115,1299.35,PENDING,2024-03-05T13:03:43,0,NONE
INV-007209-98DE,VEND-F4A14577,"Zachariah, Aurora and Chander",Office Supplies,India,Rourkela,PO-972E2855,Production,2023-09-19,2023-11-03,45,INR,4827.74,0.0981,473.6,PENDING,2023-09-19T15:11:40,0,NONE
INV-000375-9CA9,VEND-A7315294,Ganguly-Bose Traders,Raw Materials,India,Bettiah,PO-4A4257C8,HR,2024-03-08,2024-06-06,90,INR,229872.76,0.1126,25883.67,PAID,2024-03-08T17:03:24,0,NONE
INV-901155-BEEE,VEND-91AB36B4,"Kothari, Loke and Dutta Industries",Raw Materials,India,Eluru,PO-8C9D3741,Facilities,2023-11-04,2024-01-03,60,INR,119718.44,0.0889,10642.97,PAID,2023-11-04T10:14:19,1,DUPLICATE_PO
